GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
5581	9.15e-03	3.64e-03	0.1894	-2.908022	-0.5507572	2146.16	PRKCE	protein kinase C epsilon
84278	9.15e-03	3.64e-03	0.0883	-2.908008	-0.2566847	372.55	MFSD14CP	major facilitator superfamily domain containing 14C, pseudogene
100996763	9.15e-03	3.64e-03	0.1289	-2.907874	-0.3747446	729.64	NOTCH2NLB	notch 2 N-terminal like B
4935	9.16e-03	3.64e-03	0.1123	-2.907793	-0.3264287	51.51	GPR143	G protein-coupled receptor 143
107984749	9.17e-03	3.65e-03	0.1602	-2.907296	-0.4658266	43.6	LOC107984749	
9719	9.18e-03	3.65e-03	0.1681	2.906925	0.4886563	904.69	ADAMTSL2	ADAMTS like 2
9381	9.18e-03	3.65e-03	0.4583	-2.906834	-1.332303	18.46	OTOF	otoferlin
81501	9.18e-03	3.65e-03	0.3598	-2.906781	-1.0459393	220.61	DCSTAMP	dendrocyte expressed seven transmembrane protein
100131655	9.20e-03	3.66e-03	0.12	2.906215	0.3487969	45.28	ZNF236-DT	ZNF236 divergent transcript
9404	9.21e-03	3.67e-03	0.1463	-2.905625	-0.4250422	1631.43	LPXN	leupaxin
51191	9.22e-03	3.67e-03	0.1173	-2.9055	-0.3408712	558.72	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
105372279	9.22e-03	3.67e-03	0.1711	-2.905412	-0.4971486	101.92	LOC105372279	uncharacterized LOC105372279
401563	9.22e-03	3.67e-03	0.1888	-2.90509	-0.5484934	69.04	LINC02908	long intergenic non-protein coding RNA 2908
79071	9.24e-03	3.68e-03	0.1246	2.904649	0.3618631	288.39	ELOVL6	ELOVL fatty acid elongase 6
130752	9.24e-03	3.68e-03	0.3714	2.904597	1.078659	430.6	MDH1B	malate dehydrogenase 1B
100506211	9.24e-03	3.68e-03	0.2639	-2.904517	-0.7665998	108.14	MIR210HG	MIR210 host gene
100302652	9.24e-03	3.68e-03	0.0929	-2.9043	-0.2696972	273.76	GPR75-ASB3	GPR75-ASB3 readthrough
105374304	9.25e-03	3.68e-03	0.2845	2.904053	0.8262834	23.96	LOC105374304	uncharacterized LOC105374304
10379	9.25e-03	3.68e-03	0.084	-2.90399	-0.2437989	2286.67	IRF9	interferon regulatory factor 9
7057	9.25e-03	3.68e-03	0.3533	2.903983	1.0260531	32797.36	THBS1	thrombospondin 1
4539	9.26e-03	3.69e-03	0.2084	-2.903654	-0.6050246	18629.21	ND4L	NADH dehydrogenase subunit 4L
5996	9.26e-03	3.69e-03	0.2908	2.903502	0.8442421	5674.48	RGS1	regulator of G protein signaling 1
56648	9.27e-03	3.69e-03	0.1377	2.903271	0.3996835	250.61	EIF5A2	eukaryotic translation initiation factor 5A2
10336	9.27e-03	3.69e-03	0.1198	-2.90326	-0.3477959	2357.72	PCGF3	polycomb group ring finger 3
222967	9.27e-03	3.69e-03	0.4201	2.903309	1.2195644	194.24	RSPH10B	radial spoke head 10 homolog B
89765	9.27e-03	3.69e-03	0.4585	2.903335	1.3312101	1379.86	RSPH1	radial spoke head component 1
64866	9.29e-03	3.70e-03	0.1577	2.902275	0.4578199	983.12	CDCP1	CUB domain containing protein 1
56920	9.30e-03	3.71e-03	0.3023	-2.902124	-0.8772188	1872.46	SEMA3G	semaphorin 3G
100861518	9.30e-03	3.71e-03	0.1245	-2.902156	-0.361196	149.65	P4HA2-AS1	P4HA2 antisense RNA 1
3758	9.31e-03	3.71e-03	0.2269	-2.901668	-0.658259	18.42	KCNJ1	potassium inwardly rectifying channel subfamily J member 1
400512	9.31e-03	3.71e-03	0.1819	2.901514	0.5277727	16.15	NSMCE1-DT	NSMCE1 divergent transcript
107984316	9.31e-03	3.71e-03	0.1675	2.901441	0.4859185	200.85	LOC107984316	replaced by ID 374383
85417	9.33e-03	3.72e-03	0.1857	-2.900932	-0.5388276	32.96	CCNB3	cyclin B3
5029	9.35e-03	3.73e-03	0.1409	2.900221	0.4086061	621.4	P2RY2	purinergic receptor P2Y2
105378286	9.35e-03	3.73e-03	0.2139	2.900008	0.6203898	23.42	LOC105378286	uncharacterized LOC105378286
8200	9.35e-03	3.73e-03	0.2987	-2.899949	-0.8661127	37.02	GDF5	growth differentiation factor 5
253143	9.38e-03	3.74e-03	0.1045	2.899057	0.3028397	1616.12	PRR14L	proline rich 14 like
63940	9.38e-03	3.74e-03	0.1166	-2.898943	-0.3378917	1405.97	GPSM3	G protein signaling modulator 3
5342	9.40e-03	3.75e-03	0.2139	-2.898185	-0.6199731	97.19	PLGLB2	plasminogen like B2
57673	9.40e-03	3.75e-03	0.1088	2.898093	0.3152589	142.83	BEND3	BEN domain containing 3
377047	9.41e-03	3.76e-03	0.3481	-2.897863	-1.0087564	14.36	PRSS45P	serine protease 45, pseudogene
5090	9.41e-03	3.76e-03	0.081	2.897855	0.234743	1236.69	PBX3	PBX homeobox 3
147184	9.42e-03	3.76e-03	0.1101	2.897376	0.3189678	225.23	KRT10-AS1	KRT10 antisense RNA 1
100499405	9.44e-03	3.77e-03	0.115	-2.896851	-0.3332452	273.33	LINC00987	long intergenic non-protein coding RNA 987
9516	9.44e-03	3.77e-03	0.139	2.896693	0.4026032	9667.84	LITAF	lipopolysaccharide induced TNF factor
728769	9.44e-03	3.77e-03	0.0994	-2.89652	-0.2878774	179.52	SCAMP1-AS1	SCAMP1 antisense RNA 1
11232	9.45e-03	3.78e-03	0.1589	-2.896176	-0.4601891	250.55	POLG2	DNA polymerase gamma 2, accessory subunit
1375	9.46e-03	3.78e-03	0.1869	-2.895911	-0.5413121	260.68	CPT1B	carnitine palmitoyltransferase 1B
79363	9.47e-03	3.78e-03	0.1634	2.895704	0.4732107	117.64	CPLANE2	ciliogenesis and planar polarity effector complex subunit 2
7424	9.48e-03	3.79e-03	0.1746	-2.895241	-0.5056181	402.08	VEGFC	vascular endothelial growth factor C
9620	9.48e-03	3.79e-03	0.1654	2.895168	0.4788273	3664.12	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
5522	9.49e-03	3.79e-03	0.4075	2.894849	1.1796453	12.95	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
11142	9.49e-03	3.80e-03	0.1014	-2.894663	-0.2936113	2338.24	PKIG	cAMP-dependent protein kinase inhibitor gamma
100506380	9.50e-03	3.80e-03	0.1147	-2.894502	-0.3321325	119.52	RNF32-DT	RNF32 divergent transcript
101927153	9.50e-03	3.80e-03	0.3558	2.894454	1.0298886	21.52	LINC02207	long intergenic non-protein coding RNA 2207
79800	9.50e-03	3.80e-03	0.122	-2.894303	-0.3530618	505.45	CARF	calcium responsive transcription factor
5138	9.50e-03	3.80e-03	0.1772	2.894261	0.5130021	717.99	PDE2A	phosphodiesterase 2A
818	9.50e-03	3.80e-03	0.0811	-2.894149	-0.2346005	1481.23	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
201516	9.50e-03	3.80e-03	0.3666	2.894079	1.0608925	42.33	ZSCAN4	zinc finger and SCAN domain containing 4
101929846	9.50e-03	3.80e-03	0.2235	-2.894039	-0.6467496	14.18	LOC101929846	uncharacterized LOC101929846
387885	9.51e-03	3.80e-03	0.2922	2.89392	0.8456651	787.62	CFAP73	cilia and flagella associated protein 73
53905	9.51e-03	3.81e-03	0.1793	-2.893806	-0.5189859	4419.94	DUOX1	dual oxidase 1
7350	9.53e-03	3.82e-03	0.2585	-2.893003	-0.7479693	13.33	UCP1	uncoupling protein 1
100288152	9.54e-03	3.82e-03	0.2968	-2.892785	-0.8585437	148.6	SLC9A3-AS1	SLC9A3 antisense RNA 1
84959	9.54e-03	3.82e-03	0.1985	-2.892652	-0.5742371	1208.51	UBASH3B	ubiquitin associated and SH3 domain containing B
9077	9.55e-03	3.82e-03	0.1655	2.892308	0.4786795	172.67	DIRAS3	DIRAS family GTPase 3
101928152	9.55e-03	3.82e-03	0.2761	2.89225	0.7986295	81.24	LOC101928152	replaced by ID 101928173
987	9.55e-03	3.83e-03	0.1433	2.89216	0.4143268	2423.54	LRBA	LPS responsive beige-like anchor protein
4023	9.57e-03	3.83e-03	0.2209	-2.891645	-0.6387365	6125.71	LPL	lipoprotein lipase
474170	9.57e-03	3.83e-03	0.1648	-2.891672	-0.4764768	581.15	LRRC37A2	leucine rich repeat containing 37 member A2
100288960	9.57e-03	3.84e-03	0.3127	-2.891399	-0.9040191	21.33	PRSS43P	serine protease 43, pseudogene
26993	9.57e-03	3.83e-03	0.1349	-2.891433	-0.3901928	1588.76	AKAP8L	A-kinase anchoring protein 8 like
79918	9.57e-03	3.84e-03	0.0857	-2.891361	-0.2478604	1124.12	SETD6	SET domain containing 6, protein lysine methyltransferase
146	9.58e-03	3.84e-03	0.247	-2.89116	-0.7142289	57.47	ADRA1D	adrenoceptor alpha 1D
100873949	9.58e-03	3.84e-03	0.1553	2.891046	0.449009	45.89	IPO9-AS1	IPO9 antisense RNA 1
6332	9.58e-03	3.84e-03	0.1914	-2.890925	-0.5533314	4859.81	SCN7A	sodium voltage-gated channel alpha subunit 7
105374418	9.59e-03	3.84e-03	0.207	-2.890721	-0.5984143	17.89	LOC105374418	uncharacterized LOC105374418
84329	9.59e-03	3.85e-03	0.1245	-2.890587	-0.3599606	378.4	HVCN1	hydrogen voltage gated channel 1
100533955	9.59e-03	3.85e-03	0.141	2.890512	0.407612	7292.72	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate)
107986599	9.60e-03	3.85e-03	0.1639	-2.890088	-0.4737034	508.42	LOC107986599	uncharacterized LOC107986599
4685	9.60e-03	3.85e-03	0.1982	2.890115	0.572769	577.68	NCAM2	neural cell adhesion molecule 2
405753	9.61e-03	3.85e-03	0.2097	-2.889841	-0.6059312	261.18	DUOXA2	dual oxidase maturation factor 2
253769	9.61e-03	3.86e-03	0.1673	-2.889706	-0.4833414	791.32	WDR27	WD repeat domain 27
4621	9.61e-03	3.86e-03	0.1799	-2.889741	-0.5198113	142.79	MYH3	myosin heavy chain 3
5744	9.63e-03	3.87e-03	0.2558	2.888859	0.7389325	51.8	PTHLH	parathyroid hormone like hormone
146850	9.65e-03	3.87e-03	0.1577	2.888431	0.4556077	161.49	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
79443	9.65e-03	3.87e-03	0.1179	2.888211	0.3406036	2861.76	FYCO1	FYVE and coiled-coil domain autophagy adaptor 1
9576	9.65e-03	3.87e-03	0.4683	2.888281	1.3526521	1180.91	SPAG6	sperm associated antigen 6
25829	9.65e-03	3.87e-03	0.0858	2.888217	0.2477741	2238.21	TMEM184B	transmembrane protein 184B
100532732	9.66e-03	3.88e-03	0.187	-2.88797	-0.5401468	197.77	MSH5-SAPCD1	MSH5-SAPCD1 readthrough (NMD candidate)
219348	9.66e-03	3.88e-03	0.169	-2.887891	-0.4880639	820.22	PLAC9	placenta associated 9
112267967	9.66e-03	3.88e-03	0.2227	-2.887759	-0.6431086	30.17	LOC112267967	
57463	9.67e-03	3.88e-03	0.1088	-2.887383	-0.3141287	428.79	AMIGO1	adhesion molecule with Ig like domain 1
112840933	9.67e-03	3.89e-03	0.1837	2.887209	0.5304865	14.92	ZKSCAN7-AS1	ZKSCAN7 ZNF cluster antisense RNA 1
28974	9.68e-03	3.89e-03	0.0796	2.886893	0.2298936	1044.19	C19orf53	chromosome 19 open reading frame 53
158747	9.69e-03	3.89e-03	0.1315	-2.886648	-0.3795878	963.57	MOSPD2	motile sperm domain containing 2
26249	9.69e-03	3.90e-03	0.1499	-2.886468	-0.4327977	380.67	KLHL3	kelch like family member 3
100506710	9.69e-03	3.90e-03	0.0853	-2.886501	-0.2462755	2133.83	EBLN3P	endogenous Bornavirus like nucleoprotein 3, pseudogene
80020	9.72e-03	3.91e-03	0.1335	2.885688	0.3853053	311.09	FOXRED2	FAD dependent oxidoreductase domain containing 2
374987	9.73e-03	3.91e-03	0.1566	2.885215	0.4516875	46.82	NEXN-AS1	NEXN antisense RNA 1
814	9.73e-03	3.91e-03	0.1524	-2.885175	-0.4398001	762.49	CAMK4	calcium/calmodulin dependent protein kinase IV
18	9.74e-03	3.92e-03	0.1211	2.88472	0.3493853	577.86	ABAT	4-aminobutyrate aminotransferase
1594	9.75e-03	3.92e-03	0.2371	2.884576	0.6839506	49.54	CYP27B1	cytochrome P450 family 27 subfamily B member 1
9378	9.76e-03	3.92e-03	0.3173	-2.884185	-0.9150961	30.4	NRXN1	neurexin 1
23597	9.80e-03	3.94e-03	0.0863	-2.882913	-0.2488937	1955.47	ACOT9	acyl-CoA thioesterase 9
128602	9.80e-03	3.94e-03	0.5057	2.882635	1.4577686	1292.43	C20orf85	chromosome 20 open reading frame 85
55559	9.80e-03	3.94e-03	0.1464	-2.882578	-0.421904	551.61	HAUS7	HAUS augmin like complex subunit 7
153241	9.82e-03	3.95e-03	0.0815	-2.881845	-0.2348337	1307.97	CEP120	centrosomal protein 120
26771	9.82e-03	3.95e-03	0.2184	-2.881867	-0.6293226	30.78	SNORD102	small nucleolar RNA, C/D box 102
7403	9.82e-03	3.95e-03	0.1297	-2.881834	-0.3737823	1304.29	KDM6A	lysine demethylase 6A
79746	9.83e-03	3.96e-03	0.1407	-2.881629	-0.4053055	435.1	ECHDC3	enoyl-CoA hydratase domain containing 3
1634	9.83e-03	3.96e-03	0.169	2.881516	0.4868576	44441.27	DCN	decorin
9860	9.83e-03	3.96e-03	0.101	-2.881465	-0.2909765	1227.59	LRIG2	leucine rich repeats and immunoglobulin like domains 2
107985263	9.83e-03	3.96e-03	0.1669	-2.881385	-0.4809222	213.22	LOC107985263	
138948	9.87e-03	3.97e-03	0.2096	-2.880219	-0.6037237	67.71	DBH-AS1	DBH antisense RNA 1
80210	9.88e-03	3.98e-03	0.0951	2.879696	0.2739679	950.37	ARMC9	armadillo repeat containing 9
151790	9.88e-03	3.98e-03	0.3179	2.879724	0.9155206	297.58	WDR49	WD repeat domain 49
54790	9.88e-03	3.98e-03	0.0943	-2.87976	-0.2714695	1654.01	TET2	tet methylcytosine dioxygenase 2
57821	9.89e-03	3.99e-03	0.3191	2.879283	0.9187645	237.88	CCDC181	coiled-coil domain containing 181
219670	9.91e-03	3.99e-03	0.4719	2.878826	1.3585626	709.05	ENKUR	enkurin, TRPC channel interacting protein
79830	9.91e-03	3.99e-03	0.1015	-2.878696	-0.292093	600.44	ZMYM1	zinc finger MYM-type containing 1
285429	9.91e-03	3.99e-03	0.2585	-2.878669	-0.7441643	23.23	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1
352909	9.91e-03	4.00e-03	0.4356	2.878543	1.2537695	390.68	DNAAF3	dynein axonemal assembly factor 3
43847	9.91e-03	4.00e-03	0.3021	2.878455	0.8696392	25.63	KLK14	kallikrein related peptidase 14
10440	9.92e-03	4.00e-03	0.1094	2.878288	0.3149838	1424.31	TIMM17A	translocase of inner mitochondrial membrane 17A
100506127	9.93e-03	4.00e-03	0.1877	-2.877999	-0.5402891	186.91	GVQW3	GVQW motif containing 3
1041	9.94e-03	4.01e-03	0.24	-2.877621	-0.6907608	59.54	CDSN	corneodesmosin
107986495	9.94e-03	4.01e-03	0.1723	-2.877484	-0.4957698	17.74	LOC107986495	
105377700	9.94e-03	4.01e-03	0.2055	2.877442	0.5914328	76.27	LOC105377700	uncharacterized LOC105377700
8663	9.95e-03	4.02e-03	0.1377	2.876973	0.3960298	3793.52	EIF3C	eukaryotic translation initiation factor 3 subunit C
340706	9.96e-03	4.02e-03	0.1636	2.876854	0.47065	792.47	VWA2	von Willebrand factor A domain containing 2
101929231	9.96e-03	4.02e-03	0.1324	2.876748	0.380878	85.42	MMADHC-DT	MMADHC divergent transcript
164	9.98e-03	4.03e-03	0.0457	-2.876058	-0.1313277	4060.38	AP1G1	adaptor related protein complex 1 subunit gamma 1
101927864	9.99e-03	4.03e-03	0.1298	-2.875788	-0.373313	327.24	LOC101927864	uncharacterized LOC101927864
112479	1.00e-02	4.04e-03	0.1251	-2.875224	-0.3595731	459.76	ERI2	ERI1 exoribonuclease family member 2
254263	1.00e-02	4.04e-03	0.2995	2.875097	0.8610405	40.34	CNIH2	cornichon family AMPA receptor auxiliary protein 2
27106	1.00e-02	4.04e-03	0.2204	-2.875083	-0.6337848	3110.55	ARRDC2	arrestin domain containing 2
79913	1.00e-02	4.04e-03	0.0856	-2.874733	-0.2460239	347.85	ACTR5	actin related protein 5
29092	1.00e-02	4.04e-03	0.1513	-2.874686	-0.4350206	484.37	LINC00339	long intergenic non-protein coding RNA 339
79029	1.00e-02	4.05e-03	0.091	2.874442	0.2616359	271.21	SPATA5L1	spermatogenesis associated 5 like 1
64714	1.00e-02	4.06e-03	0.3217	-2.873609	-0.9243721	15.03	PDIA2	protein disulfide isomerase family A member 2
5928	1.00e-02	4.06e-03	0.0641	2.873497	0.1843252	3582.86	RBBP4	RB binding protein 4, chromatin remodeling factor
165631	1.01e-02	4.07e-03	0.1803	-2.873046	-0.5179753	544.56	PARP15	poly(ADP-ribose) polymerase family member 15
84246	1.01e-02	4.07e-03	0.0896	-2.872571	-0.257258	746.13	MED10	mediator complex subunit 10
105370401	1.01e-02	4.07e-03	0.2932	2.872326	0.8422646	15.2	TRD-AS1	TRD antisense RNA 1
147658	1.01e-02	4.08e-03	0.303	-2.871861	-0.8700319	14.31	ZNF534	zinc finger protein 534
105371472	1.01e-02	4.09e-03	0.3051	-2.871013	-0.8759725	15.53	LOC105371472	uncharacterized LOC105371472
27107	1.01e-02	4.09e-03	0.0858	-2.870942	-0.2463562	1314.35	ZBTB11	zinc finger and BTB domain containing 11
91107	1.01e-02	4.09e-03	0.1753	2.870873	0.5032398	722.18	TRIM47	tripartite motif containing 47
107984839	1.01e-02	4.10e-03	0.2018	-2.870555	-0.5793271	108.42	LOC107984839	uncharacterized LOC107984839
79133	1.01e-02	4.10e-03	0.1025	-2.870522	-0.2941997	405.78	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5
219854	1.01e-02	4.10e-03	0.0857	-2.870465	-0.2460045	680.46	TMEM218	transmembrane protein 218
7748	1.01e-02	4.10e-03	0.141	-2.870408	-0.4046541	791.05	ZNF195	zinc finger protein 195
6675	1.01e-02	4.10e-03	0.1996	2.870321	0.5728074	2141.87	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
110116772	1.01e-02	4.10e-03	0.0843	-2.870295	-0.2419807	319.11	ZNF765-ZNF761	ZNF765-ZNF761 readthrough
158219	1.01e-02	4.10e-03	0.1062	-2.870031	-0.3048024	1151.02	TTC39B	tetratricopeptide repeat domain 39B
123228	1.01e-02	4.10e-03	0.1136	-2.870035	-0.3258968	123.13	SENP8	SUMO peptidase family member, NEDD8 specific
252983	1.01e-02	4.10e-03	0.1083	2.870032	0.3107765	593.3	STXBP4	syntaxin binding protein 4
105370854	1.02e-02	4.11e-03	0.139	2.869345	0.3988421	62.97	LOC105370854	uncharacterized LOC105370854
440498	1.02e-02	4.12e-03	0.1367	-2.868932	-0.3921372	491.84	HSBP1L1	heat shock factor binding protein 1 like 1
10597	1.02e-02	4.13e-03	0.0845	-2.867993	-0.2424202	183.21	TRAPPC2B	trafficking protein particle complex subunit 2B
338707	1.02e-02	4.13e-03	0.3166	2.867924	0.9079684	31.92	B4GALNT4	beta-1,4-N-acetyl-galactosaminyltransferase 4
5469	1.02e-02	4.14e-03	0.1094	2.867534	0.313621	1985.54	MED1	mediator complex subunit 1
344405	1.02e-02	4.14e-03	0.1678	-2.867368	-0.481125	97.73	PRORSD1P	prolyl-tRNA synthetase associated domain containing 1, pseudogene
100271835	1.02e-02	4.15e-03	0.1903	2.866854	0.5456478	48.19	LIMS3-LOC440895	LIMS3-LOC440895 readthrough
7320	1.03e-02	4.15e-03	0.0815	-2.866251	-0.2334837	2721.92	UBE2B	ubiquitin conjugating enzyme E2 B
130	1.03e-02	4.15e-03	0.3219	2.866157	0.9227428	83.66	ADH6	alcohol dehydrogenase 6 (class V)
29950	1.03e-02	4.16e-03	0.2901	-2.865993	-0.8315075	1214.67	SERTAD1	SERTA domain containing 1
2962	1.03e-02	4.17e-03	0.0759	2.865371	0.2174326	1761.51	GTF2F1	general transcription factor IIF subunit 1
2857	1.03e-02	4.17e-03	0.2253	2.865037	0.645536	577.41	GPR34	G protein-coupled receptor 34
400043	1.03e-02	4.18e-03	0.1564	2.864189	0.4480225	93.11	LINC02381	long intergenic non-protein coding RNA 2381
51278	1.03e-02	4.18e-03	0.1609	-2.864147	-0.4607681	1636.04	IER5	immediate early response 5
90993	1.03e-02	4.18e-03	0.1813	2.863906	0.5192769	873.74	CREB3L1	cAMP responsive element binding protein 3 like 1
3773	1.03e-02	4.19e-03	0.4173	2.86382	1.1951475	196.55	KCNJ16	potassium inwardly rectifying channel subfamily J member 16
320	1.03e-02	4.19e-03	0.1246	2.863775	0.3568368	206.33	APBA1	amyloid beta precursor protein binding family A member 1
168090	1.03e-02	4.19e-03	0.4738	2.863161	1.3565266	368.73	C6orf118	chromosome 6 open reading frame 118
56413	1.04e-02	4.20e-03	0.1373	2.862844	0.3930812	86.43	LTB4R2	leukotriene B4 receptor 2
133690	1.04e-02	4.20e-03	0.5035	2.862709	1.4412906	594.93	CAPSL	calcyphosine like
3569	1.04e-02	4.20e-03	0.5893	-2.862473	-1.6867576	1967.35	IL6	interleukin 6
81631	1.04e-02	4.21e-03	0.0909	2.861723	0.2600946	3594.38	MAP1LC3B	microtubule associated protein 1 light chain 3 beta
105372712	1.04e-02	4.22e-03	0.2506	-2.861323	-0.717092	27.31	LINC02970	long intergenic non-protein coding RNA 2970
84948	1.04e-02	4.23e-03	0.1041	2.860755	0.297894	236.18	TIGD5	tigger transposable element derived 5
55319	1.04e-02	4.23e-03	0.0712	2.86068	0.2037254	475.06	TMA16	translation machinery associated 16 homolog
105376626	1.04e-02	4.23e-03	0.2298	-2.860635	-0.6573382	31.18	LOC105376626	uncharacterized LOC105376626
55222	1.04e-02	4.23e-03	0.1106	2.860518	0.3165062	342.3	LRRC20	leucine rich repeat containing 20
8692	1.04e-02	4.23e-03	0.1893	-2.860385	-0.5413383	4531.74	HYAL2	hyaluronidase 2
101929072	1.04e-02	4.23e-03	0.1954	-2.860168	-0.558982	199.6	MICA-AS1	MICA antisense RNA 1
84520	1.04e-02	4.23e-03	0.1739	2.860128	0.4974294	544.69	GON7	GON7 subunit of KEOPS complex
339768	1.05e-02	4.25e-03	0.2768	2.859215	0.7914327	30.41	ESPNL	espin like
25909	1.05e-02	4.25e-03	0.124	2.858822	0.3544875	2231.24	AHCTF1	AT-hook containing transcription factor 1
27295	1.05e-02	4.25e-03	0.2116	2.858717	0.6049266	2946.22	PDLIM3	PDZ and LIM domain 3
90557	1.05e-02	4.26e-03	0.3543	2.858449	1.0128116	390.36	CCDC74A	coiled-coil domain containing 74A
340152	1.05e-02	4.26e-03	0.1608	2.858005	0.4597037	187.69	ZC3H12D	zinc finger CCCH-type containing 12D
29763	1.05e-02	4.27e-03	0.1112	-2.857655	-0.3176368	501.31	PACSIN3	protein kinase C and casein kinase substrate in neurons 3
6877	1.05e-02	4.27e-03	0.1035	-2.857421	-0.2958778	257.59	TAF5	TATA-box binding protein associated factor 5
26576	1.05e-02	4.27e-03	0.1929	-2.85716	-0.551235	47.83	SRPK3	SRSF protein kinase 3
487	1.05e-02	4.28e-03	0.1981	-2.856474	-0.5657437	47.49	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
57182	1.05e-02	4.29e-03	0.1345	-2.856221	-0.3841088	1963.96	ANKRD50	ankyrin repeat domain containing 50
26580	1.06e-02	4.29e-03	0.1053	2.855959	0.3006213	977.31	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin
400258	1.06e-02	4.29e-03	0.3123	2.855906	0.8920418	19.91	C14orf180	chromosome 14 open reading frame 180
100507073	1.06e-02	4.29e-03	0.2282	-2.855828	-0.6517075	15.15	LINC01798	long intergenic non-protein coding RNA 1798
100507336	1.06e-02	4.29e-03	0.32	2.855781	0.9138623	56.59	LOC100507336	uncharacterized LOC100507336
107984224	1.06e-02	4.29e-03	0.1612	-2.855649	-0.4603597	27.12	LOC107984224	
84320	1.06e-02	4.30e-03	0.0514	2.855536	0.1466699	753.72	ACBD6	acyl-CoA binding domain containing 6
4620	1.06e-02	4.30e-03	0.4154	-2.855357	-1.1861459	28.64	MYH2	myosin heavy chain 2
57826	1.06e-02	4.31e-03	0.0931	-2.854635	-0.2657229	1475.74	RAP2C	RAP2C, member of RAS oncogene family
53343	1.06e-02	4.31e-03	0.073	-2.854429	-0.2083062	1205.37	NUDT9	nudix hydrolase 9
101930452	1.06e-02	4.31e-03	0.2355	-2.85445	-0.672247	45.14	LINC02367	long intergenic non-protein coding RNA 2367
102724618	1.06e-02	4.31e-03	0.2364	-2.854377	-0.6746925	11.16	LOC102724618	
348938	1.06e-02	4.32e-03	0.4033	2.85383	1.1509394	24.82	NIPAL4	NIPA like domain containing 4
166929	1.06e-02	4.32e-03	0.2369	-2.853598	-0.676147	3789.82	SGMS2	sphingomyelin synthase 2
1303	1.06e-02	4.33e-03	0.1887	2.853332	0.5384941	4512.35	COL12A1	collagen type XII alpha 1 chain
64844	1.06e-02	4.33e-03	0.0666	-2.853137	-0.1899422	4675.59	MARCHF7	membrane associated ring-CH-type finger 7
259307	1.06e-02	4.33e-03	0.1886	2.85281	0.5381709	182.11	IL4I1	interleukin 4 induced 1
105376825	1.07e-02	4.34e-03	0.3615	2.852062	1.0309499	119.23	LOC105376825	uncharacterized LOC105376825
8711	1.07e-02	4.35e-03	0.079	2.851832	0.2254291	300.75	TNK1	tyrosine kinase non receptor 1
100874097	1.07e-02	4.35e-03	0.1133	2.851698	0.3230253	155.04	UBE2Q1-AS1	UBE2Q1 antisense RNA 1
100846999	1.07e-02	4.35e-03	0.2425	2.851521	0.6915583	29.5	MIR4444-2	microRNA 4444-2
692199	1.07e-02	4.36e-03	0.1688	-2.85103	-0.4812462	14	SNORD84	small nucleolar RNA, C/D box 84
101927858	1.07e-02	4.36e-03	0.1629	-2.850973	-0.4643389	39.72	RNF32-AS1	RNF32 antisense RNA 1
100631383	1.07e-02	4.36e-03	0.1534	2.850535	0.4374095	602.94	FAM47E-STBD1	FAM47E-STBD1 readthrough
100500865	1.07e-02	4.36e-03	0.1798	-2.850534	-0.5126578	16.76	MIR3936	microRNA 3936
170691	1.07e-02	4.37e-03	0.177	-2.850316	-0.5046344	182.84	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17
129804	1.07e-02	4.37e-03	0.1169	2.850254	0.3331545	268.43	FBLN7	fibulin 7
51066	1.07e-02	4.37e-03	0.4252	2.85003	1.2119638	31.16	SSUH2	ssu-2 homolog
4801	1.07e-02	4.38e-03	0.0915	-2.849724	-0.2606502	1803.97	NFYB	nuclear transcription factor Y subunit beta
2997	1.07e-02	4.38e-03	0.0737	2.84917	0.2100146	1038.14	GYS1	glycogen synthase 1
339231	1.08e-02	4.39e-03	0.1761	-2.848933	-0.5017775	665.81	ARL16	ADP ribosylation factor like GTPase 16
150275	1.08e-02	4.39e-03	0.0833	2.848665	0.2372182	1118.65	CCDC117	coiled-coil domain containing 117
101927646	1.08e-02	4.39e-03	0.3094	-2.848558	-0.8813992	19.55	LOC101927646	uncharacterized LOC101927646
285195	1.08e-02	4.39e-03	0.1424	2.848424	0.4057485	570.28	SLC9A9	solute carrier family 9 member A9
10352	1.08e-02	4.40e-03	0.1011	2.848238	0.2880156	447	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
4223	1.08e-02	4.40e-03	0.203	2.84787	0.5782353	524.23	MEOX2	mesenchyme homeobox 2
1837	1.08e-02	4.41e-03	0.1273	2.847342	0.3624528	616.9	DTNA	dystrobrevin alpha
