ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
229050_s_at	6.16e-01	3.85e-01	-0.880416	-6.0010426	-0.1526009	SNORA17B///SNORA17A///SNHG7	small nucleolar RNA, H/ACA box 17B///small nucleolar RNA, H/ACA box 17A///small nucleolar RNA host gene 7
223162_s_at	6.16e-01	3.86e-01	-0.880272	-6.0011669	-0.1221326	KIAA1147	KIAA1147
235359_at	6.16e-01	3.86e-01	-0.880229	-6.0012037	-0.2331768	NRROS	negative regulator of reactive oxygen species
236919_at	6.16e-01	3.86e-01	0.880101	-6.0013137	0.3389221		
232838_at	6.16e-01	3.86e-01	-0.880084	-6.0013286	-0.1358862	ASXL3	additional sex combs like 3, transcriptional regulator
235256_s_at	6.16e-01	3.86e-01	-0.879959	-6.0014356	-0.1527775	GALM	galactose mutarotase
229023_at	6.16e-01	3.86e-01	-0.879918	-6.0014717	-0.2760791	SFT2D3	SFT2 domain containing 3
239626_x_at	6.16e-01	3.86e-01	-0.879822	-6.0015539	-0.1973161	TM9SF3	transmembrane 9 superfamily member 3
222934_s_at	6.16e-01	3.86e-01	-0.879761	-6.0016068	-0.3018278	CLEC4E	C-type lectin domain family 4 member E
231467_at	6.16e-01	3.86e-01	0.879548	-6.0017895	0.3414768		
226628_at	6.16e-01	3.86e-01	0.879532	-6.0018036	0.2944773	THOC2	THO complex 2
237830_at	6.16e-01	3.86e-01	-0.879411	-6.0019075	-0.1811595		
241263_at	6.17e-01	3.86e-01	0.879025	-6.0022396	0.3507762	RAB21	RAB21, member RAS oncogene family
240130_at	6.17e-01	3.86e-01	-0.878974	-6.0022836	-0.1467143		
236768_at	6.17e-01	3.86e-01	-0.878946	-6.0023079	-0.3119451	LINC01233	long intergenic non-protein coding RNA 1233
235339_at	6.17e-01	3.86e-01	-0.878835	-6.0024031	-0.3615595	SETDB2	SET domain bifurcated 2
235619_at	6.17e-01	3.86e-01	0.878833	-6.0024051	0.2019325	ASB4	ankyrin repeat and SOCS box containing 4
227406_at	6.17e-01	3.86e-01	0.878681	-6.0025355	0.1511961	GABPB1-AS1	GABPB1 antisense RNA 1
226218_at	6.17e-01	3.86e-01	-0.878609	-6.0025978	-0.3190457	IL7R	interleukin 7 receptor
241012_at	6.17e-01	3.87e-01	-0.878422	-6.0027585	-0.3270175		
239278_at	6.17e-01	3.87e-01	0.878387	-6.0027884	0.2731127	BCAS4	breast carcinoma amplified sequence 4
235176_at	6.17e-01	3.87e-01	-0.878372	-6.0028009	-0.169274	ZFP82	ZFP82 zinc finger protein
236196_at	6.17e-01	3.87e-01	0.878229	-6.0029244	0.216202	ZNF326	zinc finger protein 326
231098_at	6.17e-01	3.87e-01	0.878197	-6.002952	0.2065046		
230249_at	6.17e-01	3.87e-01	0.878135	-6.0030048	0.1692228	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3
232539_at	6.17e-01	3.87e-01	-0.877642	-6.0034284	-0.2433091	SOCS2	suppressor of cytokine signaling 2
239574_at	6.17e-01	3.87e-01	-0.877611	-6.0034547	-0.2185604		
225822_at	6.17e-01	3.87e-01	0.877478	-6.0035693	0.1675155	TMEM125	transmembrane protein 125
226294_x_at	6.17e-01	3.87e-01	0.877377	-6.0036562	0.1585149	FAM91A1	family with sequence similarity 91 member A1
235110_at	6.17e-01	3.87e-01	-0.877291	-6.0037299	-0.0956833	PLA2G16	phospholipase A2 group XVI
233534_at	6.17e-01	3.87e-01	-0.877262	-6.0037547	-0.3292258	KRTAP3-2	keratin associated protein 3-2
228707_at	6.17e-01	3.87e-01	-0.877107	-6.0038881	-0.42049	CLDN23	claudin 23
223671_x_at	6.17e-01	3.87e-01	-0.877102	-6.0038916	-0.1177656	DPH5	diphthamide biosynthesis 5
229294_at	6.17e-01	3.87e-01	0.877085	-6.0039069	0.317699	JPH3	junctophilin 3
243619_at	6.18e-01	3.87e-01	0.876707	-6.0042306	0.2027832	FGFR1OP2	FGFR1 oncogene partner 2
239919_at	6.18e-01	3.87e-01	0.876652	-6.0042781	0.181204	TBX5-AS1	TBX5 antisense RNA 1
230039_at	6.18e-01	3.88e-01	-0.876576	-6.0043435	-0.1918625	TRAPPC9	trafficking protein particle complex 9
244214_at	6.18e-01	3.88e-01	-0.876555	-6.0043613	-0.1370837	LOC101928069	uncharacterized LOC101928069
225146_at	6.18e-01	3.88e-01	0.8764	-6.0044946	0.1401228	FAM219A	family with sequence similarity 219 member A
234147_at	6.18e-01	3.88e-01	-0.876069	-6.0047783	-0.4552126	LOC286059	tumor necrosis factor receptor superfamily member 10d, decoy with truncated death domain pseudogene
238730_at	6.18e-01	3.88e-01	-0.875953	-6.0048777	-0.309574	ARHGEF11	Rho guanine nucleotide exchange factor 11
223528_s_at	6.18e-01	3.88e-01	-0.875924	-6.004902	-0.1230128	METTL17	methyltransferase like 17
244834_at	6.18e-01	3.88e-01	-0.875906	-6.0049179	-0.3374257	RSG1	REM2 and RAB like small GTPase 1
234902_s_at	6.18e-01	3.88e-01	0.875827	-6.0049856	0.3520583	ZNF416	zinc finger protein 416
242058_at	6.18e-01	3.88e-01	-0.875782	-6.0050241	-0.2250074		
232332_at	6.18e-01	3.88e-01	0.875781	-6.005025	0.2730586	KIAA1210	KIAA1210
228978_at	6.18e-01	3.88e-01	-0.875714	-6.0050822	-0.2198095	TBX2-AS1	TBX2 antisense RNA 1
226625_at	6.18e-01	3.88e-01	0.875622	-6.0051612	0.2207664	TGFBR3	transforming growth factor beta receptor 3
234469_at	6.18e-01	3.88e-01	-0.875455	-6.0053041	-0.2458586	OR51B4	olfactory receptor family 51 subfamily B member 4
236119_s_at	6.18e-01	3.88e-01	0.875411	-6.0053421	0.2368889	SPRR2G	small proline rich protein 2G
244390_at	6.18e-01	3.88e-01	-0.875287	-6.0054481	-0.1575276		
232148_at	6.18e-01	3.88e-01	-0.875257	-6.0054743	-0.1936852	NSMAF	neutral sphingomyelinase activation associated factor
242630_at	6.18e-01	3.88e-01	-0.875205	-6.0055188	-0.2330852		
242028_at	6.18e-01	3.88e-01	0.874862	-6.0058121	0.1292005	ZNF709	zinc finger protein 709
238222_at	6.18e-01	3.88e-01	0.874846	-6.0058262	0.2251289	GKN2	gastrokine 2
232089_at	6.19e-01	3.89e-01	0.874657	-6.0059874	0.1585422	LINC00921///TIGD7///ZNF263	long intergenic non-protein coding RNA 921///tigger transposable element derived 7///zinc finger protein 263
233198_at	6.19e-01	3.89e-01	0.874625	-6.0060154	0.1321609	GOLGA2P5	golgin A2 pseudogene 5
225713_at	6.19e-01	3.89e-01	-0.87447	-6.0061477	-0.1436955	STK11IP	serine/threonine kinase 11 interacting protein
238051_x_at	6.19e-01	3.89e-01	-0.874444	-6.0061703	-0.3448819	PWWP2B	PWWP domain containing 2B
238194_at	6.19e-01	3.89e-01	0.874441	-6.0061724	0.16298	DGKK	diacylglycerol kinase kappa
231398_at	6.19e-01	3.89e-01	-0.874415	-6.0061953	-0.4004804	SLC22A7	solute carrier family 22 member 7
237931_at	6.19e-01	3.89e-01	-0.874273	-6.0063161	-0.2899812		
230786_at	6.19e-01	3.89e-01	-0.874159	-6.0064139	-0.1900385	ZCCHC8	zinc finger CCHC-type containing 8
231699_at	6.19e-01	3.89e-01	-0.873615	-6.0068793	-0.2772694	NFKBIA	NFKB inhibitor alpha
228931_at	6.19e-01	3.89e-01	0.873578	-6.0069108	0.2443961	COQ4	coenzyme Q4
239229_at	6.20e-01	3.90e-01	0.872697	-6.007664	0.1676319	PHEX	phosphate regulating endopeptidase homolog, X-linked
232599_at	6.20e-01	3.90e-01	0.872638	-6.0077144	0.364911	EXOC6	exocyst complex component 6
241217_x_at	6.20e-01	3.90e-01	-0.872557	-6.0077834	-0.1576838		
239879_at	6.20e-01	3.90e-01	-0.872548	-6.0077908	-0.2218909	LINC01114	long intergenic non-protein coding RNA 1114
240724_at	6.20e-01	3.90e-01	-0.872491	-6.0078395	-0.3392782		
241109_at	6.20e-01	3.90e-01	0.872465	-6.0078621	0.2452014		
242811_x_at	6.20e-01	3.90e-01	-0.872331	-6.0079762	-0.486814		
232604_at	6.20e-01	3.90e-01	0.872182	-6.0081037	0.2232899	ZNF541	zinc finger protein 541
223560_s_at	6.20e-01	3.90e-01	-0.872143	-6.0081371	-0.1399809	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7
236954_at	6.20e-01	3.90e-01	0.871987	-6.0082698	0.11229	BOLL	boule homolog, RNA binding protein
231948_s_at	6.20e-01	3.90e-01	0.871892	-6.0083515	0.3378356	UBE2F	ubiquitin conjugating enzyme E2 F (putative)
238982_at	6.20e-01	3.90e-01	0.871819	-6.0084135	0.4002114	DENR	density regulated re-initiation and release factor
232430_at	6.20e-01	3.90e-01	0.87174	-6.0084809	0.3090021	LOC148696	uncharacterized LOC148696
228089_x_at	6.20e-01	3.90e-01	0.871692	-6.008522	0.1811437	MIR6748///TMEM179B	microRNA 6748///transmembrane protein 179B
232072_at	6.20e-01	3.90e-01	-0.871451	-6.008727	-0.2947628	NAAA	N-acylethanolamine acid amidase
236597_at	6.20e-01	3.90e-01	-0.871443	-6.0087343	-0.1964304	UGT3A1	UDP glycosyltransferase family 3 member A1
222946_s_at	6.20e-01	3.90e-01	-0.871292	-6.0088634	-0.2180487	AUNIP	aurora kinase A and ninein interacting protein
227961_at	6.21e-01	3.91e-01	-0.870951	-6.0091534	-0.1412669	CTSB	cathepsin B
243758_at	6.21e-01	3.91e-01	-0.870938	-6.0091648	-0.3936494	CFAP100	cilia and flagella associated protein 100
241562_x_at	6.21e-01	3.91e-01	-0.870815	-6.00927	-0.4261481		
241323_at	6.21e-01	3.91e-01	-0.870729	-6.009343	-0.3927977		
224738_x_at	6.21e-01	3.91e-01	0.870715	-6.0093552	0.1247507	RPL7L1	ribosomal protein L7 like 1
230443_at	6.21e-01	3.91e-01	-0.870649	-6.009411	-0.27197	SNU13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)
225775_at	6.21e-01	3.91e-01	-0.870595	-6.0094576	-0.1775305	TSPAN33	tetraspanin 33
235799_at	6.21e-01	3.91e-01	-0.870448	-6.0095825	-0.1435853	NSL1	NSL1, MIS12 kinetochore complex component
243930_x_at	6.21e-01	3.91e-01	-0.870081	-6.0098956	-0.3876116	KRR1	KRR1, small subunit processome component homolog
240953_at	6.21e-01	3.91e-01	0.869997	-6.0099664	0.3281833		
231077_at	6.21e-01	3.91e-01	-0.869778	-6.0101531	-0.1990046	CFAP126	cilia and flagella associated protein 126
223848_at	6.21e-01	3.91e-01	-0.869474	-6.0104125	-0.3304033	LOC100129198	PRO2866
222947_at	6.21e-01	3.91e-01	-0.86941	-6.0104668	-0.4877031	LOC100379224	uncharacterized LOC100379224
224310_s_at	6.21e-01	3.91e-01	-0.869261	-6.0105935	-0.4157249	BCL11B	B-cell CLL/lymphoma 11B
238152_at	6.22e-01	3.92e-01	-0.868888	-6.0109105	-0.3337423	C11orf95	chromosome 11 open reading frame 95
236922_at	6.22e-01	3.92e-01	-0.868651	-6.0111121	-0.1396353	NCK1	NCK adaptor protein 1
243936_x_at	6.22e-01	3.92e-01	-0.868644	-6.0111187	-0.4087207		
224243_at	6.22e-01	3.92e-01	-0.868612	-6.0111451	-0.2680281	APOA5	apolipoprotein A5
230585_at	6.22e-01	3.92e-01	0.868544	-6.0112034	0.2387392	KCNJ15	potassium voltage-gated channel subfamily J member 15
235088_at	6.22e-01	3.92e-01	0.868505	-6.0112369	0.294952	C4orf46	chromosome 4 open reading frame 46
226130_at	6.22e-01	3.92e-01	-0.868482	-6.0112559	-0.3584481	RPS16	ribosomal protein S16
236300_at	6.22e-01	3.92e-01	0.868303	-6.0114081	0.1453343	PDE3A	phosphodiesterase 3A
242253_at	6.22e-01	3.92e-01	-0.867915	-6.0117384	-0.126032	PPP5D1	PPP5 tetratricopeptide repeat domain containing 1
242492_at	6.22e-01	3.92e-01	0.867853	-6.0117906	0.186065	CLNS1A	chloride nucleotide-sensitive channel 1A
244324_at	6.22e-01	3.92e-01	-0.867565	-6.0120351	-0.3378864	C18orf54	chromosome 18 open reading frame 54
226931_at	6.22e-01	3.92e-01	0.867467	-6.0121187	0.1579713	TMTC1	transmembrane and tetratricopeptide repeat containing 1
233865_at	6.22e-01	3.92e-01	0.867437	-6.0121441	0.2165625	NPAS3	neuronal PAS domain protein 3
226602_s_at	6.23e-01	3.93e-01	-0.867101	-6.0124297	-0.2570793	BCR	BCR, RhoGEF and GTPase activating protein
237040_at	6.23e-01	3.93e-01	0.867024	-6.0124948	0.3124698	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)
243722_at	6.23e-01	3.93e-01	-0.867014	-6.012503	-0.3426836	PYDC1	pyrin domain containing 1
227400_at	6.23e-01	3.93e-01	0.86694	-6.0125662	0.2295763	NFIX	nuclear factor I X
225140_at	6.23e-01	3.93e-01	-0.866913	-6.012589	-0.175139	KLF3	Kruppel like factor 3
232806_s_at	6.23e-01	3.93e-01	0.866881	-6.012616	0.4065313	FAM131A	family with sequence similarity 131 member A
228180_at	6.23e-01	3.93e-01	-0.866744	-6.0127324	-0.1294601		
228775_at	6.23e-01	3.93e-01	0.866207	-6.0131877	0.1420414	EMC3	ER membrane protein complex subunit 3
244783_at	6.23e-01	3.93e-01	0.866179	-6.0132115	0.4165176	YAF2	YY1 associated factor 2
237667_at	6.23e-01	3.93e-01	-0.8661	-6.0132788	-0.3744237		
225866_at	6.23e-01	3.93e-01	-0.865978	-6.0133822	-0.114888	RPF2	ribosome production factor 2 homolog
230820_at	6.23e-01	3.93e-01	0.865883	-6.0134632	0.2215477	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
235738_at	6.23e-01	3.93e-01	-0.865827	-6.0135103	-0.2886574		
243154_at	6.23e-01	3.93e-01	0.865686	-6.0136299	0.2962066		
244442_at	6.23e-01	3.93e-01	0.86559	-6.0137112	0.155842	HORMAD2	HORMA domain containing 2
242999_at	6.24e-01	3.94e-01	-0.86531	-6.0139485	-0.2799992	ARHGEF7	Rho guanine nucleotide exchange factor 7
224912_at	6.24e-01	3.94e-01	0.86494	-6.0142616	0.1916504	TTC7A	tetratricopeptide repeat domain 7A
230123_at	6.24e-01	3.94e-01	0.864931	-6.0142698	0.2779567	NECAP2	NECAP endocytosis associated 2
227166_at	6.24e-01	3.94e-01	0.86491	-6.0142876	0.2576927	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18
234322_at	6.24e-01	3.94e-01	-0.864763	-6.0144118	-0.1548895		
240600_at	6.24e-01	3.94e-01	0.864676	-6.0144854	0.2571109		
235869_at	6.24e-01	3.94e-01	-0.864605	-6.0145457	-0.4346431	SCOC-AS1	SCOC antisense RNA 1
227371_at	6.24e-01	3.94e-01	0.864456	-6.0146717	0.3615983	BAIAP2L1	BAI1 associated protein 2 like 1
AFFX-r2-Hs18SrRNA-5_at	6.24e-01	3.94e-01	0.864248	-6.0148479	0.56614		
224049_at	6.24e-01	3.94e-01	0.864196	-6.0148915	0.1232618	KCNK17	potassium two pore domain channel subfamily K member 17
224315_at	6.24e-01	3.94e-01	0.864139	-6.0149402	0.1839294	DDX20	DEAD-box helicase 20
238243_at	6.24e-01	3.94e-01	0.864135	-6.0149435	0.2822461		
240714_at	6.24e-01	3.94e-01	0.863888	-6.015152	0.446296		
225015_s_at	6.24e-01	3.94e-01	-0.863883	-6.0151564	-0.2842738	STK40	serine/threonine kinase 40
227898_s_at	6.24e-01	3.94e-01	0.863735	-6.0152822	0.2990602	ZFP41	ZFP41 zinc finger protein
239063_at	6.24e-01	3.94e-01	-0.863703	-6.0153091	-0.2231392		
231842_at	6.24e-01	3.95e-01	0.86347	-6.0155062	0.3593966	KIAA1462	KIAA1462
225973_at	6.24e-01	3.95e-01	0.863466	-6.0155095	0.2218212	TAP2	transporter 2, ATP binding cassette subfamily B member
244670_at	6.25e-01	3.95e-01	-0.863309	-6.0156419	-0.2979229	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)
239687_at	6.25e-01	3.95e-01	-0.863097	-6.0158217	-0.1576334	SLX4	SLX4 structure-specific endonuclease subunit
223024_at	6.25e-01	3.95e-01	0.862928	-6.0159641	0.1560552	AP1M1	adaptor related protein complex 1 mu 1 subunit
238237_at	6.25e-01	3.95e-01	0.862868	-6.0160153	0.448181	LOC100130964	ADAM metallopeptidase domain 3A-like
232981_s_at	6.25e-01	3.95e-01	-0.862706	-6.0161515	-0.156445	SYNRG	synergin, gamma
230014_at	6.25e-01	3.95e-01	-0.862399	-6.0164115	-0.1949325		
244204_at	6.25e-01	3.95e-01	-0.862262	-6.0165266	-0.2498977	PRR3	proline rich 3
240278_at	6.25e-01	3.95e-01	0.862167	-6.0166073	0.2531827	RASSF1-AS1	RASSF1 antisense RNA 1
231695_at	6.25e-01	3.95e-01	-0.862118	-6.0166485	-0.1564455		
200011_s_at	6.25e-01	3.95e-01	0.861847	-6.0168774	0.1217347	ARF3	ADP ribosylation factor 3
242313_at	6.25e-01	3.95e-01	0.86181	-6.0169083	0.3177495	LOC728730	uncharacterized LOC728730
223073_at	6.25e-01	3.96e-01	0.861763	-6.0169484	0.1320837	MFSD14B	major facilitator superfamily domain containing 14B
229581_at	6.25e-01	3.96e-01	-0.861681	-6.0170175	-0.2130559	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1
237101_at	6.26e-01	3.96e-01	0.861452	-6.0172103	0.3174032	GHSR	growth hormone secretagogue receptor
232424_at	6.26e-01	3.96e-01	-0.861296	-6.0173418	-0.3676537	PRDM16	PR/SET domain 16
226129_at	6.26e-01	3.96e-01	-0.861239	-6.0173903	-0.2560812	FAM83H	family with sequence similarity 83 member H
238374_at	6.26e-01	3.96e-01	-0.861114	-6.0174959	-0.2771147	H1FNT	H1 histone family member N, testis specific
228057_at	6.26e-01	3.96e-01	0.861077	-6.0175272	0.2528524	DDIT4L	DNA damage inducible transcript 4 like
241337_at	6.26e-01	3.96e-01	-0.860936	-6.017646	-0.3619105	LOC101929465	uncharacterized LOC101929465
233536_at	6.26e-01	3.96e-01	0.860934	-6.0176478	0.1599001	ASXL3	additional sex combs like 3, transcriptional regulator
229886_at	6.26e-01	3.96e-01	0.860914	-6.0176646	0.2482201	C5orf34	chromosome 5 open reading frame 34
235123_at	6.26e-01	3.96e-01	0.860888	-6.0176861	0.1335301		
236786_at	6.26e-01	3.96e-01	-0.860447	-6.0180584	-0.241542	FAM135B	family with sequence similarity 135 member B
244419_at	6.26e-01	3.96e-01	0.860442	-6.0180622	0.248764	FRZB	frizzled-related protein
237901_at	6.26e-01	3.96e-01	-0.860417	-6.0180833	-0.2894999		
232140_at	6.26e-01	3.96e-01	0.860401	-6.0180966	0.2047578	FRG1HP	FSHD region gene 1 family member H, pseudogene
244220_at	6.26e-01	3.96e-01	-0.860085	-6.0183631	-0.2102771		
227840_at	6.26e-01	3.96e-01	-0.860084	-6.0183642	-0.2408023	C2orf76	chromosome 2 open reading frame 76
239258_at	6.26e-01	3.96e-01	-0.859954	-6.0184731	-0.1465856		
239068_at	6.26e-01	3.97e-01	-0.859713	-6.0186768	-0.1871969	GNL1	G protein nucleolar 1 (putative)
234316_x_at	6.26e-01	3.97e-01	0.859602	-6.0187703	0.4326817	KLK12	kallikrein related peptidase 12
225287_s_at	6.27e-01	3.97e-01	0.859303	-6.0190216	0.1022295	TMEM55B	transmembrane protein 55B
240225_at	6.27e-01	3.97e-01	0.859053	-6.019232	0.3274584	EGFLAM-AS2	EGFLAM antisense RNA 2
232256_s_at	6.27e-01	3.97e-01	0.858914	-6.0193494	0.2847488	LINC00997	long intergenic non-protein coding RNA 997
229368_s_at	6.27e-01	3.97e-01	-0.858872	-6.0193839	-0.1458323	ZFAND5	zinc finger AN1-type containing 5
238292_at	6.27e-01	3.97e-01	0.858868	-6.0193881	0.2689106		
230566_at	6.27e-01	3.97e-01	0.858467	-6.0197249	0.1461397	MORC2-AS1	MORC2 antisense RNA 1
234928_x_at	6.27e-01	3.97e-01	0.858327	-6.0198425	0.2545288	RUNX3	runt related transcription factor 3
233351_at	6.27e-01	3.97e-01	-0.858294	-6.0198703	-0.2199637		
236777_at	6.27e-01	3.97e-01	0.858172	-6.019973	0.2045919	ZSCAN16-AS1	ZSCAN16 antisense RNA 1
232284_at	6.28e-01	3.98e-01	0.857459	-6.020572	0.2996728	PSMD6-AS2	PSMD6 antisense RNA 2
228754_at	6.28e-01	3.98e-01	0.85728	-6.0207223	0.1783332	SLC6A6	solute carrier family 6 member 6
235080_at	6.28e-01	3.98e-01	-0.85726	-6.0207394	-0.2139951	CLUAP1	clusterin associated protein 1
236381_s_at	6.28e-01	3.98e-01	0.857244	-6.0207525	0.2281773	WRAP73	WD repeat containing, antisense to TP73
244098_at	6.28e-01	3.98e-01	-0.857176	-6.0208101	-0.1826675		
230257_s_at	6.28e-01	3.98e-01	0.857153	-6.0208289	0.1822719	TSEN15	tRNA splicing endonuclease subunit 15
225509_at	6.28e-01	3.98e-01	0.856996	-6.0209612	0.0909285	SAP30L	SAP30 like
229251_s_at	6.28e-01	3.98e-01	-0.856852	-6.021082	-0.2469822	TPCN2	two pore segment channel 2
242850_at	6.28e-01	3.98e-01	-0.856745	-6.0211717	-0.1687887	HMBOX1	homeobox containing 1
243553_x_at	6.28e-01	3.98e-01	0.856655	-6.0212474	0.1568664	TRAF3IP2-AS1	TRAF3IP2 antisense RNA 1
242312_x_at	6.28e-01	3.98e-01	0.856607	-6.0212878	0.2777723		
243304_at	6.28e-01	3.98e-01	-0.856487	-6.0213881	-0.1327599	CASC7	cancer susceptibility candidate 7 (non-protein coding)
238792_at	6.28e-01	3.98e-01	-0.85639	-6.0214695	-0.1755027	PCNX1	pecanex homolog 1 (Drosophila)
229495_at	6.28e-01	3.99e-01	-0.856244	-6.0215921	-0.2071267	PM20D2	peptidase M20 domain containing 2
234080_at	6.28e-01	3.99e-01	0.856073	-6.0217357	0.3981836		
230727_at	6.29e-01	3.99e-01	-0.855829	-6.0219401	-0.1312432	CISD3	CDGSH iron sulfur domain 3
239358_at	6.29e-01	3.99e-01	0.855698	-6.0220497	0.1444937		
241236_at	6.29e-01	3.99e-01	-0.855604	-6.0221286	-0.273634		
225203_at	6.29e-01	3.99e-01	-0.855591	-6.0221397	-0.2948719	PPP1R16A	protein phosphatase 1 regulatory subunit 16A
242871_at	6.29e-01	3.99e-01	-0.855408	-6.0222929	-0.3458783	PAQR5	progestin and adipoQ receptor family member 5
240820_at	6.29e-01	3.99e-01	-0.855194	-6.0224725	-0.2701133		
237127_at	6.29e-01	3.99e-01	-0.85519	-6.0224756	-0.4340528		
232240_at	6.29e-01	3.99e-01	0.855162	-6.0224995	0.1890266	DNHD1	dynein heavy chain domain 1
224130_s_at	6.29e-01	3.99e-01	0.855044	-6.0225981	0.133682	SRA1	steroid receptor RNA activator 1
234642_at	6.29e-01	3.99e-01	-0.855027	-6.022612	-0.1938678		
235882_at	6.29e-01	3.99e-01	0.854908	-6.022712	0.2480795	VPS53	VPS53, GARP complex subunit
226049_at	6.29e-01	3.99e-01	-0.854862	-6.0227507	-0.0978976	ERC1	ELKS/RAB6-interacting/CAST family member 1
227140_at	6.29e-01	3.99e-01	0.854789	-6.022812	0.1849988	INHBA	inhibin beta A subunit
242479_s_at	6.29e-01	3.99e-01	0.854758	-6.0228375	0.2379941	MCM4	minichromosome maintenance complex component 4
239615_at	6.29e-01	3.99e-01	-0.854655	-6.0229239	-0.2618733	SLC22A5	solute carrier family 22 member 5
242658_at	6.29e-01	3.99e-01	-0.85452	-6.023037	-0.2656013		
229913_at	6.29e-01	3.99e-01	-0.854431	-6.0231118	-0.1301383	C7orf61	chromosome 7 open reading frame 61
238649_at	6.29e-01	4.00e-01	0.854293	-6.0232273	0.4673092	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
242201_at	6.29e-01	4.00e-01	0.854222	-6.0232869	0.3205672	PMS2P5	PMS1 homolog 2, mismatch repair system component pseudogene 5
229893_at	6.29e-01	4.00e-01	-0.854053	-6.023428	-0.1537968	FRMD3	FERM domain containing 3
224286_at	6.29e-01	4.00e-01	0.853946	-6.0235175	0.1912325	C1QTNF5///MFRP	C1q and tumor necrosis factor related protein 5///membrane frizzled-related protein
232328_at	6.29e-01	4.00e-01	-0.853916	-6.0235427	-0.2404145	ZNF552	zinc finger protein 552
244230_at	6.29e-01	4.00e-01	-0.853908	-6.0235496	-0.2366257		
231453_at	6.29e-01	4.00e-01	-0.853806	-6.0236346	-0.4346573	C17orf105	chromosome 17 open reading frame 105
238283_at	6.29e-01	4.00e-01	-0.8538	-6.0236399	-0.3913442	LINC00635	long intergenic non-protein coding RNA 635
238932_at	6.29e-01	4.00e-01	0.853792	-6.0236463	0.3655318	TSC22D2	TSC22 domain family member 2
236231_at	6.29e-01	4.00e-01	0.853771	-6.0236637	0.3489641	ZNF271P	zinc finger protein 271, pseudogene
236761_at	6.29e-01	4.00e-01	-0.853497	-6.0238933	-0.1666297	LHFPL3	lipoma HMGIC fusion partner-like 3
244536_at	6.29e-01	4.00e-01	0.853411	-6.0239651	0.2559619		
236610_at	6.29e-01	4.00e-01	0.853376	-6.0239943	0.1939164		
237692_at	6.30e-01	4.00e-01	0.852936	-6.0243619	0.2417108		
240262_at	6.30e-01	4.00e-01	-0.852932	-6.0243655	-0.147745		
225791_at	6.30e-01	4.00e-01	-0.852799	-6.0244763	-0.212254	UBE2F	ubiquitin conjugating enzyme E2 F (putative)
232753_at	6.30e-01	4.01e-01	0.852392	-6.0248169	0.1560795	ZNF346	zinc finger protein 346
241019_at	6.30e-01	4.01e-01	0.852315	-6.0248812	0.3090334		
237523_at	6.30e-01	4.01e-01	0.851957	-6.0251796	0.3594138		
240615_at	6.30e-01	4.01e-01	0.851871	-6.0252515	0.1508897	PTOV1-AS1	PTOV1 antisense RNA 1
235987_at	6.30e-01	4.01e-01	-0.851786	-6.0253229	-0.220887	PRKXP1	protein kinase, X-linked, pseudogene 1
225798_at	6.30e-01	4.01e-01	0.851618	-6.0254632	0.14271	JAZF1	JAZF zinc finger 1
229369_at	6.30e-01	4.01e-01	0.851603	-6.0254754	0.2537076	VSIG2	V-set and immunoglobulin domain containing 2
228269_x_at	6.30e-01	4.01e-01	-0.851497	-6.0255637	-0.1538213	KCNIP3	potassium voltage-gated channel interacting protein 3
AFFX-BioDn-5_at	6.30e-01	4.01e-01	-0.851428	-6.0256214	-0.2569775		
230940_at	6.30e-01	4.01e-01	-0.851391	-6.0256523	-0.2167764	LOC100288123	uncharacterized LOC100288123
240269_at	6.31e-01	4.01e-01	-0.850936	-6.0260317	-0.1751387		
243643_x_at	6.31e-01	4.02e-01	0.850671	-6.0262525	0.2540498	SLC30A6	solute carrier family 30 member 6
227005_at	6.31e-01	4.02e-01	0.850665	-6.0262577	0.1885887	RPP14	ribonuclease P/MRP subunit p14
225705_at	6.31e-01	4.02e-01	0.850472	-6.0264191	0.2119704	CEP95	centrosomal protein 95
225614_at	6.31e-01	4.02e-01	-0.850394	-6.0264838	-0.0964104	SAAL1	serum amyloid A like 1
230765_at	6.31e-01	4.02e-01	0.850215	-6.0266331	0.359771	NWD2	NACHT and WD repeat domain containing 2
232755_at	6.31e-01	4.02e-01	0.849905	-6.026891	0.3059331	UBE2G2	ubiquitin conjugating enzyme E2 G2
223428_s_at	6.31e-01	4.02e-01	0.849891	-6.0269029	0.4073185	ISY1	ISY1 splicing factor homolog
230815_at	6.31e-01	4.02e-01	0.8498	-6.0269787	0.4426244	LOC389765	kinesin family member 27 pseudogene
230216_at	6.31e-01	4.02e-01	-0.849782	-6.0269939	-0.221044	HECTD4	HECT domain E3 ubiquitin protein ligase 4
