GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
84329	0.5527	0.31276186	0.0528	-1.0094438	-0.05325436	361.88	HVCN1	hydrogen voltage gated channel 1
3093	0.5529	0.31297293	0.0697	1.0090036	0.07029035	113.82	UBE2K	ubiquitin conjugating enzyme E2 K
85236	0.5529	0.3130981	0.1084	1.0087426	0.1093371	305.1	H2BC12	H2B clustered histone 12
126364	0.5529	0.31310592	0.0873	1.0087263	0.0880888	1703.07	LRRC25	leucine rich repeat containing 25
148362	0.5531	0.31337802	0.1191	1.0081592	0.12003369	63.62	BROX	BRO1 domain and CAAX motif containing
51188	0.5531	0.3134336	0.098	1.0080435	0.09874523	44.58	SS18L2	SS18 like 2
81572	0.5531	0.31337553	0.072	-1.0081644	-0.07257554	69.4	PDRG1	p53 and DNA damage regulated 1
28908	0.5532	0.31351429	0.1693	-1.0078754	-0.17060221	117.51	IGKV4-1	immunoglobulin kappa variable 4-1
100506603	0.5532	0.31358143	0.1042	-1.0077356	-0.10504381	74.54	VASH1-AS1	VASH1 antisense RNA 1
7919	0.5532	0.3136659	0.0386	-1.0075597	-0.03889831	778.55	DDX39B	DExD-box helicase 39B
2936	0.5532	0.31374728	0.0515	1.0073902	0.05186791	160.45	GSR	glutathione-disulfide reductase
4144	0.5533	0.31389704	0.0629	1.0070785	0.06331134	264.85	MAT2A	methionine adenosyltransferase 2A
3490	0.5533	0.31386609	0.0862	1.0071429	0.08685704	45.25	IGFBP7	insulin like growth factor binding protein 7
90353	0.5535	0.3141606	0.1478	-1.0065302	-0.1487425	46.73	CTU1	cytosolic thiouridylase subunit 1
10953	0.5535	0.31417334	0.0692	-1.0065037	-0.06961802	78.72	TOMM34	translocase of outer mitochondrial membrane 34
27013	0.5538	0.31446634	0.0829	-1.0058945	-0.0834309	911.24	CNPPD1	cyclin Pas1/PHO80 domain containing 1
8705	0.5538	0.314406	0.0863	-1.0060199	-0.08679259	108.96	B3GALT4	beta-1,3-galactosyltransferase 4
439949	0.554	0.31465405	0.1031	-1.0055044	-0.10364327	76.36	PRKCQ-AS1	PRKCQ antisense RNA 1
388695	0.5541	0.31481061	0.1165	1.0051791	0.11708676	58.31	LYSMD1	LysM domain containing 1
105374407	0.5541	0.31488173	0.1103	1.0050314	0.11090066	87.59	LOC105374407	
9128	0.5541	0.31490668	0.0578	-1.0049796	-0.05809816	81.41	PRPF4	pre-mRNA processing factor 4
177	0.5542	0.31500924	0.0843	1.0047666	0.0846975	669.49	AGER	advanced glycosylation end-product specific receptor
728358	0.5542	0.31512846	0.2994	1.0045191	0.30079748	1140.66	DEFA1B	defensin alpha 1B
10783	0.5542	0.31507395	0.0795	1.0046323	0.07988117	75.63	NEK6	NIMA related kinase 6
55437	0.5543	0.31523886	0.1796	1.00429	0.18038043	605.7	STRADB	STE20 related adaptor beta
27158	0.5544	0.31536684	0.0829	-1.0040244	-0.08325252	469.53	NDOR1	NADPH dependent diflavin oxidoreductase 1
11124	0.5544	0.31550284	0.0631	-1.0037423	-0.06333894	98.44	FAF1	Fas associated factor 1
2053	0.5544	0.31549517	0.1039	-1.0037582	-0.10430409	69.93	EPHX2	epoxide hydrolase 2
92715	0.5544	0.3155681	0.0587	-1.0036069	-0.05891282	131.88	DPH7	diphthamide biosynthesis 7
23244	0.5549	0.31592539	0.1017	1.0028663	0.10200566	106.86	PDS5A	PDS5 cohesin associated factor A
125150	0.555	0.3160724	0.0862	-1.0025617	-0.08644016	43.71	ZSWIM7	zinc finger SWIM-type containing 7
26985	0.5553	0.31628796	0.0748	1.0021152	0.07493266	133.03	AP3M1	adaptor related protein complex 3 subunit mu 1
4968	0.5558	0.31663267	0.0505	-1.0014016	-0.05054908	128.91	OGG1	8-oxoguanine DNA glycosylase
4528	0.5562	0.31692502	0.1029	1.0007969	0.10296659	95.62	MTIF2	mitochondrial translational initiation factor 2
100532737	0.5565	0.31716556	0.0385	-1.0002996	-0.03853765	779.94	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)
284618	0.5575	0.31784977	0.0453	-0.9988863	-0.04524688	148.96	RUSC1-AS1	RUSC1 antisense RNA 1
116541	0.5575	0.31790456	0.0963	-0.9987732	-0.09618252	96.32	MRPL54	mitochondrial ribosomal protein L54
64061	0.5575	0.31792272	0.0753	-0.9987357	-0.07521271	201.7	TSPYL2	TSPY like 2
9939	0.5576	0.3182638	0.049	0.9980321	0.0489473	183.19	RBM8A	RNA binding motif protein 8A
5269	0.5576	0.318302	0.0737	-0.9979533	-0.07355702	417.17	SERPINB6	serpin family B member 6
337867	0.5576	0.31811677	0.0343	-0.9983354	-0.03420632	271.76	UBAC2	UBA domain containing 2
79672	0.5576	0.31822695	0.066	-0.9981081	-0.06583547	90.04	FN3KRP	fructosamine 3 kinase related protein
11129	0.5576	0.31821416	0.069	-0.9981345	-0.06891586	409.87	CLASRP	CLK4 associating serine/arginine rich protein
8869	0.5577	0.31848188	0.0699	-0.9975824	-0.06975302	83.45	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
3494	0.5577	0.31841858	0.2372	-0.9977129	-0.23660951	709.25	IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker)
51460	0.5583	0.31893391	0.0844	-0.9966511	-0.08414676	56	SFMBT1	Scm like with four mbt domains 1
10160	0.5585	0.31913958	0.0565	0.9962276	0.05632249	147.8	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
6907	0.5585	0.31916803	0.0787	0.996169	0.07839931	474.55	TBL1X	transducin beta like 1 X-linked
54859	0.5588	0.3195494	0.0703	-0.9953843	-0.06999973	61.05	ELP6	elongator acetyltransferase complex subunit 6
6888	0.5588	0.3196023	0.098	0.9952755	0.09751957	4717.5	TALDO1	transaldolase 1
326624	0.5588	0.31957728	0.0507	0.9953269	0.05048897	775.62	RAB37	RAB37, member RAS oncogene family
4087	0.5588	0.31958419	0.0729	0.9953127	0.07257866	142.36	SMAD2	SMAD family member 2
10400	0.5592	0.31987039	0.1078	-0.9947243	-0.10726329	49.53	PEMT	phosphatidylethanolamine N-methyltransferase
29937	0.5592	0.31996556	0.0875	-0.9945287	-0.08697912	83.62	NENF	neudesin neurotrophic factor
105369380	0.5596	0.32033386	0.14	0.993772	0.13912349	42.49	LOC105369380	
30851	0.5596	0.32025865	0.0811	-0.9939265	-0.08057441	100.52	TAX1BP3	Tax1 binding protein 3
100507246	0.5596	0.32035014	0.0648	-0.9937386	-0.06443053	306.42	SNHG16	small nucleolar RNA host gene 16
8578	0.5596	0.32045561	0.1143	0.9935221	0.11354779	157.21	SCARF1	scavenger receptor class F member 1
57326	0.5599	0.32121676	0.065	-0.9919606	-0.06446792	2706.58	PBXIP1	PBX homeobox interacting protein 1
4820	0.5599	0.32111696	0.1037	0.9921652	0.10284055	231.79	NKTR	natural killer cell triggering receptor
54872	0.5599	0.32105557	0.0518	-0.992291	-0.05139407	189.4	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
9908	0.5599	0.32101662	0.1058	0.9923709	0.10497635	117.61	G3BP2	G3BP stress granule assembly factor 2
1667	0.5599	0.32085121	0.2987	0.9927102	0.29651718	1136.57	DEFA1	defensin alpha 1
100528022	0.5599	0.32114847	0.0854	0.9921006	0.08472412	183.54	BLOC1S1-RDH5	BLOC1S1-RDH5 readthrough
10106	0.5599	0.32121259	0.0588	0.9919691	0.05832006	1418.36	CTDSP2	CTD small phosphatase 2
7756	0.5599	0.32078874	0.0592	0.9928383	0.05874481	360.01	ZNF207	zinc finger protein 207
10782	0.5599	0.32102072	0.0653	0.9923625	0.06482077	92.68	ZNF274	zinc finger protein 274
150465	0.56	0.32141073	0.0838	0.991563	0.08305355	49.66	TTL	tubulin tyrosine ligase
100093631	0.56	0.32135852	0.0666	0.99167	0.06607853	436.16	GTF2IP4	general transcription factor IIi pseudogene 4
100132163	0.56	0.32144137	0.0747	-0.9915002	-0.07406976	49.16	PHKA2-AS1	PHKA2 antisense RNA 1
126669	0.5602	0.32160792	0.0724	0.9911591	0.0717623	552.14	SHE	Src homology 2 domain containing E
29950	0.5606	0.32190895	0.1008	-0.9905427	-0.09984558	110.72	SERTAD1	SERTA domain containing 1
7752	0.5615	0.32250303	0.0928	0.9893273	0.0918026	66.14	ZNF200	zinc finger protein 200
5682	0.5615	0.3225865	0.0621	0.9891567	0.06143505	196.21	PSMA1	proteasome 20S subunit alpha 1
55615	0.5616	0.32270708	0.1115	-0.9889102	-0.11021715	224.31	PRR5	proline rich 5
100507507	0.5617	0.3228304	0.0876	0.9886582	0.08659371	55.54	FAM131B-AS2	FAM131B antisense RNA 2
105371893	0.5623	0.32323064	0.0947	-0.9878408	-0.09359359	178.05	SLC9A3R1-AS1	SLC9A3R1 antisense RNA 1
126321	0.5625	0.32350736	0.0802	-0.987276	-0.07922556	362.3	MFSD12	major facilitator superfamily domain containing 12
105372707	0.5625	0.32346858	0.1019	-0.9873551	-0.10056904	50.58	LOC105372707	
29100	0.5627	0.32368456	0.0777	-0.9869145	-0.07665457	100.62	TMEM208	transmembrane protein 208
4967	0.5635	0.32419628	0.0552	-0.9858713	-0.05439455	614.08	OGDH	oxoglutarate dehydrogenase
23108	0.5637	0.32436988	0.065	0.9855176	0.06404699	510.2	RAP1GAP2	RAP1 GTPase activating protein 2
65010	0.5638	0.32446305	0.0731	-0.9853279	-0.07199767	161.28	SLC26A6	solute carrier family 26 member 6
2850	0.5639	0.32459206	0.1209	0.9850652	0.11907665	47.53	GPR27	G protein-coupled receptor 27
57185	0.564	0.32473304	0.0703	-0.9847782	-0.06919781	97.59	NIPAL3	NIPA like domain containing 3
51313	0.5641	0.32516252	0.1433	0.9839044	0.14100062	41.6	GASK1B	golgi associated kinase 1B
403	0.5641	0.32541164	0.0782	0.9833979	0.07688437	42.32	ARL3	ADP ribosylation factor like GTPase 3
9610	0.5641	0.32527896	0.1198	-0.9836676	-0.11779915	95.39	RIN1	Ras and Rab interactor 1
23368	0.5641	0.32492259	0.0659	-0.9843924	-0.06486404	62.61	PPP1R13B	protein phosphatase 1 regulatory subunit 13B
64784	0.5641	0.32543358	0.0552	-0.9833533	-0.05427709	185.32	CRTC3	CREB regulated transcription coactivator 3
10421	0.5641	0.32550859	0.0496	-0.9832009	-0.04876304	561.99	CD2BP2	CD2 cytoplasmic tail binding protein 2
7156	0.5641	0.32510719	0.0555	0.9840169	0.05462969	306.71	TOP3A	DNA topoisomerase III alpha
57724	0.5641	0.32535399	0.0869	0.9835151	0.08550876	126.87	EPG5	ectopic P-granules 5 autophagy tethering factor
5834	0.5641	0.32518877	0.07	-0.983851	-0.0688395	421.37	PYGB	glycogen phosphorylase B
54093	0.5641	0.3254815	0.056	-0.9832559	-0.05510088	76.14	SETD4	SET domain containing 4
4569	0.5641	0.32532447	0.1329	0.9835751	0.13075595	299.9	TRNM	tRNA-Met
2771	0.5641	0.32561137	0.0743	0.982992	0.07299718	6687.92	GNAI2	G protein subunit alpha i2
4648	0.5642	0.3257174	0.1363	0.9827766	0.13392177	121.73	MYO7B	myosin VIIB
7791	0.5643	0.32588134	0.1077	0.9824436	0.10579652	6020.23	ZYX	zyxin
10844	0.5643	0.32584216	0.0605	-0.9825232	-0.05945824	514.1	TUBGCP2	tubulin gamma complex associated protein 2
5430	0.5645	0.32611628	0.0707	0.9819666	0.0694526	1237.15	POLR2A	RNA polymerase II subunit A
105372282	0.5645	0.32618646	0.0912	-0.9818242	-0.08949986	70.14	LOC105372282	uncharacterized LOC105372282
10288	0.5645	0.32623584	0.0917	0.981724	0.09003461	1631.38	LILRB2	leukocyte immunoglobulin like receptor B2
374872	0.5646	0.3263159	0.121	0.9815616	0.11875353	204.62	PEAK3	PEAK family member 3
23133	0.5646	0.32643109	0.0578	0.9813278	0.05670321	185.9	PHF8	PHD finger protein 8
58513	0.5648	0.32660104	0.0673	0.9809832	0.06604407	419.6	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1
51078	0.5649	0.3268471	0.0775	-0.9804843	-0.0760095	130.37	THAP4	THAP domain containing 4
284106	0.5649	0.32674693	0.0967	-0.9806874	-0.09479487	90.46	CISD3	CDGSH iron sulfur domain 3
71	0.5649	0.32680311	0.0428	-0.9805735	-0.04196709	7812.57	ACTG1	actin gamma 1
79718	0.5652	0.32721724	0.1195	0.9797344	0.11708613	122.09	TBL1XR1	TBL1X/Y related 1
100506776	0.5652	0.32722287	0.098	-0.979723	-0.09601441	49.36	TRG-AS1	T cell receptor gamma locus antisense RNA 1
8531	0.5652	0.32715335	0.1603	0.9798638	0.15706893	1463.72	YBX3	Y-box binding protein 3
522	0.5654	0.32742347	0.1064	0.9793168	0.10421225	70.96	ATP5PF	ATP synthase peripheral stalk subunit F6
79168	0.5656	0.32760315	0.1158	0.9789531	0.11332764	906.71	LILRA6	leukocyte immunoglobulin like receptor A6
7128	0.5664	0.32812961	0.0818	0.9778882	0.07995169	131.97	TNFAIP3	TNF alpha induced protein 3
57122	0.5664	0.32817502	0.1094	0.9777964	0.10692556	41.54	NUP107	nucleoporin 107
8795	0.5665	0.32837596	0.0642	0.9773903	0.06274772	248.13	TNFRSF10B	TNF receptor superfamily member 10b
10681	0.5665	0.32832789	0.0789	-0.9774874	-0.07710397	60.41	GNB5	G protein subunit beta 5
3655	0.5666	0.32847117	0.124	0.9771979	0.12113061	64.18	ITGA6	integrin subunit alpha 6
1241	0.5667	0.32862387	0.0742	0.9768895	0.07250767	570.93	LTB4R	leukotriene B4 receptor
25941	0.567	0.32882815	0.1156	0.976477	0.11292778	232.17	TPGS2	tubulin polyglutamylase complex subunit 2
10549	0.5671	0.32900441	0.0963	-0.9761212	-0.09403418	48.76	PRDX4	peroxiredoxin 4
115352	0.5673	0.32918844	0.1092	-0.9757498	-0.10652995	165.51	FCRL3	Fc receptor like 3
116844	0.5674	0.32930049	0.1189	0.9755238	0.11595542	912.62	LRG1	leucine rich alpha-2-glycoprotein 1
2907	0.5676	0.329463	0.1073	0.9751961	0.10462807	1487.78	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
92703	0.5678	0.32968393	0.0538	0.9747507	0.05244092	201.99	TMEM183A	transmembrane protein 183A
10424	0.5678	0.32978911	0.0958	0.9745387	0.09336739	56.43	PGRMC2	progesterone receptor membrane component 2
79643	0.5678	0.32978301	0.0951	-0.974551	-0.09268356	190.07	CHMP6	charged multivesicular body protein 6
65992	0.5681	0.33004593	0.0805	-0.9740214	-0.07842545	160.19	DDRGK1	DDRGK domain containing 1
51608	0.5684	0.33034806	0.064	-0.973413	-0.06232843	214.96	GET4	guided entry of tail-anchored proteins factor 4
197358	0.5684	0.33035251	0.0808	-0.9734041	-0.07869638	242.47	NLRC3	NLR family CARD domain containing 3
23770	0.5685	0.33049568	0.1972	0.9731159	0.19191429	26095.36	FKBP8	FKBP prolyl isomerase 8
84548	0.5685	0.33047545	0.0563	-0.9731566	-0.054769	71.61	TMEM185A	transmembrane protein 185A
23352	0.5686	0.33103969	0.0466	-0.9720218	-0.04528133	902.34	UBR4	ubiquitin protein ligase E3 component n-recognin 4
51112	0.5686	0.3310275	0.0514	-0.9720463	-0.04996467	244.92	TRAPPC12	trafficking protein particle complex subunit 12
27347	0.5686	0.33089265	0.0905	-0.9723174	-0.0880124	53.08	STK39	serine/threonine kinase 39
221545	0.5686	0.33079729	0.0564	-0.9725092	-0.05488551	81.96	C6orf136	chromosome 6 open reading frame 136
6890	0.5686	0.3309906	0.0665	0.9721205	0.06466974	1595.99	TAP1	transporter 1, ATP binding cassette subfamily B member
81844	0.5686	0.33095401	0.0459	0.9721941	0.04462967	542.75	TRIM56	tripartite motif containing 56
9985	0.5686	0.33092944	0.0927	0.9722435	0.09014257	318.51	REC8	REC8 meiotic recombination protein
29925	0.569	0.33134441	0.0679	-0.9714095	-0.06596917	147.91	GMPPB	GDP-mannose pyrophosphorylase B
219931	0.569	0.33145342	0.0743	0.9711905	0.07215327	168.03	TPCN2	two pore segment channel 2
4361	0.569	0.33139469	0.0749	0.9713085	0.07272428	63.86	MRE11	MRE11 homolog, double strand break repair nuclease
10370	0.569	0.33154034	0.0667	0.9710159	0.06472959	132.07	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
5394	0.5691	0.33166638	0.0509	-0.9707629	-0.04939194	281.82	EXOSC10	exosome component 10
93622	0.5691	0.33199329	0.0963	-0.9701067	-0.09337289	55.88	LOC93622	Morf4 family associated protein 1 like 1
2017	0.5691	0.33199583	0.1338	0.9701016	0.12979508	96.25	CTTN	cortactin
4502	0.5691	0.33189518	0.1563	0.9703036	0.15170422	255.28	MT2A	metallothionein 2A
147015	0.5691	0.33177491	0.1055	0.970545	0.10241812	262.57	DHRS13	dehydrogenase/reductase 13
91300	0.5691	0.33199562	0.1045	0.9701021	0.10140854	5240.2	R3HDM4	R3H domain containing 4
84838	0.5691	0.33206805	0.0911	0.9699568	0.08836799	68.54	ZNF496	zinc finger protein 496
84286	0.5693	0.33224482	0.079	-0.9696022	-0.07661052	383.07	TMEM175	transmembrane protein 175
6448	0.5698	0.33263194	0.057	-0.9688261	-0.05517585	293.24	SGSH	N-sulfoglucosamine sulfohydrolase
5351	0.5699	0.33284065	0.0934	0.968408	0.09046365	456.39	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
83590	0.5699	0.33281183	0.1077	-0.9684657	-0.10431435	273.42	TMUB1	transmembrane and ubiquitin like domain containing 1
5213	0.5699	0.33279363	0.0783	-0.9685022	-0.07586701	45.08	PFKM	phosphofructokinase, muscle
433	0.5699	0.33293623	0.134	0.9682166	0.12974336	144.9	ASGR2	asialoglycoprotein receptor 2
8379	0.5704	0.33345201	0.1008	-0.9671841	-0.09753373	281.4	MAD1L1	mitotic arrest deficient 1 like 1
728489	0.5704	0.33342573	0.1313	-0.9672367	-0.12698238	46.66	DNLZ	DNL-type zinc finger
10589	0.5704	0.33337876	0.0893	0.9673307	0.0863992	418.74	DRAP1	DR1 associated protein 1
440345	0.5709	0.33376576	0.0653	0.9665565	0.06314911	425.15	NPIPB4	nuclear pore complex interacting protein family member B4
1522	0.571	0.33391733	0.0619	0.9662535	0.05982596	1543.52	CTSZ	cathepsin Z
9898	0.5717	0.33438224	0.0496	0.9653246	0.04789723	434.94	UBAP2L	ubiquitin associated protein 2 like
5096	0.5719	0.33454998	0.0741	-0.9649897	-0.07146054	45.13	PCCB	propionyl-CoA carboxylase subunit beta
957	0.5722	0.33485409	0.067	0.9643827	0.06460303	51.98	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)
100133957	0.5722	0.33487843	0.0778	-0.9643341	-0.07503465	43.96	UXT-AS1	UXT antisense RNA 1
100131205	0.5722	0.33497366	0.149	0.9641441	0.14369174	44.67	RPL21P28	ribosomal protein L21 pseudogene 28
27072	0.5722	0.33518234	0.0669	0.9637279	0.06449119	124.69	VPS41	VPS41 subunit of HOPS complex
51703	0.5722	0.33516534	0.0511	-0.9637618	-0.04922136	189.41	ACSL5	acyl-CoA synthetase long chain family member 5
22864	0.5722	0.33522359	0.0535	0.9636457	0.05156464	242.4	R3HDM2	R3H domain containing 2
79818	0.5722	0.33509683	0.0781	0.9638985	0.07529899	68.33	ZNF552	zinc finger protein 552
10550	0.5724	0.33543151	0.0853	0.9632312	0.08219604	316.34	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
5467	0.5724	0.33563348	0.0616	-0.9628287	-0.05932985	244.88	PPARD	peroxisome proliferator activated receptor delta
5934	0.5724	0.33568899	0.0945	0.9627181	0.09100041	379.78	RBL2	RB transcriptional corepressor like 2
84440	0.5724	0.33568727	0.0612	0.9627216	0.05887059	549.97	RAB11FIP4	RAB11 family interacting protein 4
23761	0.5724	0.33548902	0.087	0.9631166	0.08376529	969.57	PISD	phosphatidylserine decarboxylase
102724814	0.5729	0.33604881	0.0561	-0.9620016	-0.05393654	348.2	AP1G2-AS1	AP1G2 antisense RNA 1
38	0.5731	0.33621182	0.102	-0.9616771	-0.09808598	42.09	ACAT1	acetyl-CoA acetyltransferase 1
55735	0.5736	0.33668826	0.0594	-0.9607294	-0.05709763	118.47	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
1116	0.5736	0.33662311	0.1765	0.9608589	0.1695979	1692.61	CHI3L1	chitinase 3 like 1
7111	0.5736	0.3366661	0.1527	0.9607734	0.1466824	75.61	TMOD1	tropomodulin 1
9546	0.5737	0.33682571	0.0963	-0.9604561	-0.09249395	160.56	APBA3	amyloid beta precursor protein binding family A member 3
782	0.5738	0.3370495	0.0836	-0.9600114	-0.08028058	71.32	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
5819	0.5738	0.33701943	0.3101	-0.9600711	-0.2977568	103.31	NECTIN2	nectin cell adhesion molecule 2
90673	0.5739	0.33712819	0.0684	-0.959855	-0.06569783	144.89	PPP1R3E	protein phosphatase 1 regulatory subunit 3E
29926	0.574	0.33730164	0.0826	-0.9595105	-0.0792685	256.43	GMPPA	GDP-mannose pyrophosphorylase A
8398	0.5743	0.33751421	0.0704	-0.9590884	-0.06755411	255.97	PLA2G6	phospholipase A2 group VI
54205	0.575	0.33817862	0.1056	0.9577703	0.10112274	48.9	CYCS	cytochrome c, somatic
283537	0.575	0.33815356	0.0782	0.9578199	0.07492308	92.81	SLC46A3	solute carrier family 46 member 3
100128569	0.575	0.33800492	0.0872	-0.9581147	-0.08355842	70.36	TEKTIP1	tektin bundle interacting protein 1
27180	0.575	0.33818835	0.0759	0.957751	0.07270042	435.48	SIGLEC9	sialic acid binding Ig like lectin 9
51611	0.575	0.33840581	0.0972	0.9573199	0.09305304	59.92	DPH5	diphthamide biosynthesis 5
25871	0.575	0.33871723	0.0696	0.9567029	0.06662639	93.62	NEPRO	nucleolus and neural progenitor protein
64421	0.575	0.33869577	0.0802	0.9567454	0.07677038	72.61	DCLRE1C	DNA cross-link repair 1C
100529067	0.575	0.33873673	0.105	0.9566643	0.10042163	502.52	SERF2-C15ORF63	SERF2-C15orf63 readthrough
100526830	0.575	0.3387041	0.0759	-0.9567289	-0.07264466	229.96	SLX1A-SULT1A3	SLX1A-SULT1A3 readthrough (NMD candidate)
55905	0.575	0.3386971	0.0471	0.9567428	0.04506914	249.24	RNF114	ring finger protein 114
3275	0.575	0.33828176	0.0397	-0.9575658	-0.03806009	609.65	PRMT2	protein arginine methyltransferase 2
284889	0.575	0.33839505	0.1379	-0.9573412	-0.13205051	202.52	MIF-AS1	MIF antisense RNA 1
57147	0.5753	0.33913762	0.0759	0.9558706	0.07258249	56.41	SCYL3	SCY1 like pseudokinase 3
23247	0.5753	0.33916769	0.0709	0.9558111	0.0677348	133.41	KATNIP	katanin interacting protein
5297	0.5753	0.33906116	0.0477	-0.9560219	-0.04561369	549.94	PI4KA	phosphatidylinositol 4-kinase alpha
2539	0.5753	0.33905808	0.0988	0.956028	0.0944489	1294.09	G6PD	glucose-6-phosphate dehydrogenase
11056	0.5753	0.33925535	0.086	-0.9556376	-0.08222175	53.03	DDX52	DExD-box helicase 52
54555	0.5759	0.33970008	0.0815	-0.954758	-0.07777265	207.74	DDX49	DEAD-box helicase 49
89857	0.576	0.33984199	0.0696	0.9544775	0.0664433	120.92	KLHL6	kelch like family member 6
100526831	0.576	0.3398016	0.0759	-0.9545573	-0.07240444	221.79	SLX1B-SULT1A4	SLX1B-SULT1A4 readthrough (NMD candidate)
147011	0.5763	0.34017284	0.0811	-0.9538238	-0.0773156	57.31	PROCA1	protein interacting with cyclin A1
23616	0.5763	0.34020659	0.0826	-0.9537571	-0.07879128	742.55	SH3BP1	SH3 domain binding protein 1
10972	0.5764	0.34046937	0.0646	0.9532382	0.06154138	304.43	TMED10	transmembrane p24 trafficking protein 10
9526	0.5764	0.34043036	0.0617	-0.9533153	-0.05885606	213.09	MPDU1	mannose-P-dolichol utilization defect 1
5230	0.5764	0.34037058	0.0473	0.9534333	0.04511884	1592.55	PGK1	phosphoglycerate kinase 1
8562	0.5768	0.34074359	0.1067	0.952697	0.10169309	55.37	DENR	density regulated re-initiation and release factor
393	0.5774	0.34114569	0.0856	-0.951904	-0.08151242	3361.02	ARHGAP4	Rho GTPase activating protein 4
85406	0.5774	0.34122797	0.0512	-0.9517417	-0.04876957	106.58	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14
8407	0.5774	0.34167365	0.0939	0.9508636	0.08932535	10125.1	TAGLN2	transgelin 2
100505641	0.5774	0.34165005	0.0898	0.95091	0.08536327	136.08	FGD5-AS1	FGD5 antisense RNA 1
2800	0.5774	0.34157946	0.0564	0.9510491	0.05359456	119.39	GOLGA1	golgin A1
91373	0.5774	0.3417129	0.0948	-0.9507862	-0.09009735	119.11	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
2542	0.5774	0.34173028	0.0728	-0.950752	-0.06920259	74.96	SLC37A4	solute carrier family 37 member 4
84888	0.5774	0.34138181	0.0918	0.9514385	0.08731268	97.74	SPPL2A	signal peptide peptidase like 2A
54776	0.5774	0.34173335	0.071	-0.950746	-0.06748947	782.08	PPP1R12C	protein phosphatase 1 regulatory subunit 12C
55012	0.5781	0.34221686	0.1056	0.9497942	0.10026398	100.05	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma
56965	0.5781	0.3422398	0.0407	-0.949749	-0.03861576	261.24	PARP6	poly(ADP-ribose) polymerase family member 6
1901	0.5781	0.34233698	0.103	-0.9495578	-0.09783362	196.45	S1PR1	sphingosine-1-phosphate receptor 1
80183	0.5784	0.34257927	0.0972	0.9490813	0.09221302	215.38	RUBCNL	rubicon like autophagy enhancer
51306	0.5784	0.34266742	0.1091	0.948908	0.10351301	61.52	FAM13B	family with sequence similarity 13 member B
5451	0.5784	0.3427354	0.0646	0.9487743	0.0613311	97.54	POU2F1	POU class 2 homeobox 1
4947	0.5787	0.34310883	0.073	0.9480405	0.0691865	957.95	OAZ2	ornithine decarboxylase antizyme 2
4818	0.5787	0.34295004	0.1236	-0.9483525	-0.11722097	2561.35	NKG7	natural killer cell granule protein 7
5360	0.5787	0.34315176	0.0939	0.9479562	0.08898379	139.54	PLTP	phospholipid transfer protein
85377	0.5787	0.34302626	0.0728	-0.9482027	-0.06902933	152.74	MICALL1	MICAL like 1
4478	0.579	0.34341714	0.06	0.947435	0.05689308	4727.15	MSN	moesin
55527	0.5794	0.34370849	0.0505	-0.9468632	-0.04786184	139.94	FEM1A	fem-1 homolog A
115361	0.5795	0.3438334	0.09	0.9466181	0.08520578	244.97	GBP4	guanylate binding protein 4
8832	0.5799	0.34436483	0.082	-0.9455761	-0.07754608	126.15	CD84	CD84 molecule
3101	0.5799	0.34421183	0.0878	0.945876	0.08305386	1414.94	HK3	hexokinase 3
4609	0.5799	0.34428409	0.0777	-0.9457344	-0.07350427	188.21	MYC	MYC proto-oncogene, bHLH transcription factor
283229	0.5799	0.344313	0.1373	-0.9456777	-0.12979542	46.3	CRACR2B	calcium release activated channel regulator 2B
10952	0.5807	0.34491295	0.0676	-0.9445024	-0.06385255	153.7	SEC61B	SEC61 translocon subunit beta
100874260	0.5809	0.34508569	0.0875	0.9441643	0.08260422	58.64	UBE2CP5	ubiquitin conjugating enzyme E2 C pseudogene 5
100190939	0.5811	0.34525448	0.0733	-0.943834	-0.06917926	48.46	TPT1-AS1	TPT1 antisense RNA 1
9121	0.5811	0.34530606	0.0756	0.9437331	0.07134989	343.81	SLC16A5	solute carrier family 16 member 5
57459	0.5813	0.34557811	0.0568	0.943201	0.05356573	289.38	GATAD2B	GATA zinc finger domain containing 2B
57799	0.5813	0.34553198	0.1022	0.9432912	0.09641455	182.89	RAB40C	RAB40C, member RAS oncogene family
